[INFO] In total, there are 1229 possible subgroups
[INFO] [0], []
[INFO] [1], []
[INFO] [2], []
[INFO] [3], []
[INFO] [4], []
[INFO] [5], []
[INFO] [6], []
[INFO] [7], []
[INFO] [8], []
[INFO] [9], []
[INFO] [10], []
[INFO] [11], []
[INFO] [12], []
[INFO] [13], []
[INFO] [14], []
[INFO] [15], []
[INFO] [16], []
[INFO] [], [16]
[INFO] [17], []
[INFO] [18], []
[INFO] [19], []
[INFO] [20], []
[INFO] [21], []
[INFO] [22], []
[INFO] [23], []
[INFO] [24], []
[INFO] [25], []
[INFO] [0, 17], [16]
[INFO] [0, 18], [16]
[INFO] [0, 19], [16]
[INFO] [0, 20], [16]
[INFO] [0, 21], [16]
[INFO] [0, 22], [16]
[INFO] [0, 23], [16]
[INFO] [0, 24], [16]
[INFO] [1, 10, 16], []
[INFO] [1, 10], [16]
[INFO] [1, 10, 17], []
[INFO] [1, 10, 18], []
[INFO] [1, 10, 19], []
[INFO] [1, 10, 20], []
[INFO] [1, 10, 21], []
[INFO] [1, 10, 22], []
[INFO] [1, 10, 23], []
[INFO] [1, 10, 24], []
[INFO] [1, 11, 16], []
[INFO] [1, 11], [16]
[INFO] [1, 11, 18], []
[INFO] [1, 11, 19], []
[INFO] [1, 11, 20], []
[INFO] [1, 11, 23], []
[INFO] [1, 12, 16], []
[INFO] [1, 12], [16]
[INFO] [1, 12, 18], []
[INFO] [1, 12, 19], []
[INFO] [1, 12, 23], []
[INFO] [1, 13, 16], []
[INFO] [1, 13], [16]
[INFO] [1, 13, 18], []
[INFO] [1, 13, 20], []
[INFO] [1, 14, 16], []
[INFO] [1, 14], [16]
[INFO] [1, 14, 18], []
[INFO] [1, 14, 22], []
[INFO] [1, 14, 23], []
[INFO] [1, 15, 16], []
[INFO] [1, 15], [16]
[INFO] [1, 15, 17], []
[INFO] [1, 15, 18], []
[INFO] [1, 15, 19], []
[INFO] [1, 15, 20], []
[INFO] [1, 15, 21], []
[INFO] [1, 15, 23], []
[INFO] [1, 15, 24], []
[INFO] [1, 16, 17], []
[INFO] [1, 16, 18], []
[INFO] [1, 16, 19], []
[INFO] [1, 16, 20], []
[INFO] [1, 16, 21], []
[INFO] [1, 16, 22], []
[INFO] [1, 16, 23], []
[INFO] [1, 16, 24], []
[INFO] [1, 17], [16]
[INFO] [1, 18], [16]
[INFO] [1, 19], [16]
[INFO] [1, 20], [16]
[INFO] [1, 21], [16]
[INFO] [1, 22], [16]
[INFO] [1, 23], [16]
[INFO] [1, 24], [16]
[INFO] [2, 10, 16], []
[INFO] [2, 10], [16]
[INFO] [2, 10, 17], []
[INFO] [2, 10, 18], []
[INFO] [2, 10, 19], []
[INFO] [2, 10, 20], []
[INFO] [2, 10, 21], []
[INFO] [2, 10, 22], []
[INFO] [2, 10, 23], []
[INFO] [2, 10, 24], []
[INFO] [2, 11, 16], []
[INFO] [2, 11], [16]
[INFO] [2, 11, 18], []
[INFO] [2, 11, 19], []
[INFO] [2, 11, 23], []
[INFO] [2, 12, 16], []
[INFO] [2, 12], [16]
[INFO] [2, 12, 18], []
[INFO] [2, 12, 19], []
[INFO] [2, 12, 23], []
[INFO] [2, 13, 16], []
[INFO] [2, 13], [16]
[INFO] [2, 13, 18], []
[INFO] [2, 13, 20], []
[INFO] [2, 13, 23], []
[INFO] [2, 14, 16], []
[INFO] [2, 14], [16]
[INFO] [2, 14, 18], []
[INFO] [2, 14, 22], []
[INFO] [2, 14, 23], []
[INFO] [2, 15, 16], []
[INFO] [2, 15], [16]
[INFO] [2, 15, 17], []
[INFO] [2, 15, 18], []
[INFO] [2, 15, 19], []
[INFO] [2, 15, 20], []
[INFO] [2, 15, 21], []
[INFO] [2, 15, 23], []
[INFO] [2, 15, 24], []
[INFO] [2, 16, 17], []
[INFO] [2, 16, 18], []
[INFO] [2, 16, 19], []
[INFO] [2, 16, 20], []
[INFO] [2, 16, 21], []
[INFO] [2, 16, 22], []
[INFO] [2, 16, 23], []
[INFO] [2, 16, 24], []
[INFO] [2, 17], [16]
[INFO] [2, 18], [16]
[INFO] [2, 19], [16]
[INFO] [2, 20], [16]
[INFO] [2, 21], [16]
[INFO] [2, 22], [16]
[INFO] [2, 23], [16]
[INFO] [2, 24], [16]
[INFO] [3, 10, 16], []
[INFO] [3, 10], [16]
[INFO] [3, 10, 17], []
[INFO] [3, 10, 18], []
[INFO] [3, 10, 19], []
[INFO] [3, 10, 20], []
[INFO] [3, 10, 21], []
[INFO] [3, 10, 22], []
[INFO] [3, 10, 23], []
[INFO] [3, 10, 24], []
[INFO] [3, 11, 16], []
[INFO] [3, 11], [16]
[INFO] [3, 11, 18], []
[INFO] [3, 11, 19], []
[INFO] [3, 11, 23], []
[INFO] [3, 12, 16], []
[INFO] [3, 12], [16]
[INFO] [3, 12, 18], []
[INFO] [3, 12, 19], []
[INFO] [3, 12, 23], []
[INFO] [3, 13, 16], []
[INFO] [3, 13], [16]
[INFO] [3, 13, 18], []
[INFO] [3, 13, 20], []
[INFO] [3, 13, 23], []
[INFO] [3, 14, 16], []
[INFO] [3, 14], [16]
[INFO] [3, 14, 18], []
[INFO] [3, 14, 19], []
[INFO] [3, 14, 22], []
[INFO] [3, 14, 23], []
[INFO] [3, 15, 16], []
[INFO] [3, 15], [16]
[INFO] [3, 15, 17], []
[INFO] [3, 15, 18], []
[INFO] [3, 15, 19], []
[INFO] [3, 15, 20], []
[INFO] [3, 15, 21], []
[INFO] [3, 15, 23], []
[INFO] [3, 15, 24], []
[INFO] [3, 16, 17], []
[INFO] [3, 16, 18], []
[INFO] [3, 16, 19], []
[INFO] [3, 16, 20], []
[INFO] [3, 16, 21], []
[INFO] [3, 16, 22], []
[INFO] [3, 16, 23], []
[INFO] [3, 16, 24], []
[INFO] [3, 17], [16]
[INFO] [3, 18], [16]
[INFO] [3, 19], [16]
[INFO] [3, 20], [16]
[INFO] [3, 21], [16]
[INFO] [3, 22], [16]
[INFO] [3, 23], [16]
[INFO] [3, 24], [16]
[INFO] [4, 10, 16], []
[INFO] [4, 10], [16]
[INFO] [4, 10, 17], []
[INFO] [4, 10, 18], []
[INFO] [4, 10, 19], []
[INFO] [4, 10, 20], []
[INFO] [4, 10, 21], []
[INFO] [4, 10, 22], []
[INFO] [4, 10, 23], []
[INFO] [4, 10, 24], []
[INFO] [4, 11, 16], []
[INFO] [4, 11], [16]
[INFO] [4, 11, 18], []
[INFO] [4, 11, 19], []
[INFO] [4, 11, 20], []
[INFO] [4, 11, 23], []
[INFO] [4, 12, 16], []
[INFO] [4, 12], [16]
[INFO] [4, 12, 18], []
[INFO] [4, 12, 19], []
[INFO] [4, 12, 23], []
[INFO] [4, 13, 16], []
[INFO] [4, 13], [16]
[INFO] [4, 13, 18], []
[INFO] [4, 13, 20], []
[INFO] [4, 13, 23], []
[INFO] [4, 14, 16], []
[INFO] [4, 14], [16]
[INFO] [4, 14, 18], []
[INFO] [4, 14, 19], []
[INFO] [4, 14, 22], []
[INFO] [4, 15, 16], []
[INFO] [4, 15], [16]
[INFO] [4, 15, 17], []
[INFO] [4, 15, 18], []
[INFO] [4, 15, 19], []
[INFO] [4, 15, 20], []
[INFO] [4, 15, 21], []
[INFO] [4, 15, 23], []
[INFO] [4, 15, 24], []
[INFO] [4, 16, 17], []
[INFO] [4, 16, 18], []
[INFO] [4, 16, 19], []
[INFO] [4, 16, 20], []
[INFO] [4, 16, 21], []
[INFO] [4, 16, 22], []
[INFO] [4, 16, 23], []
[INFO] [4, 16, 24], []
[INFO] [4, 17], [16]
[INFO] [4, 18], [16]
[INFO] [4, 19], [16]
[INFO] [4, 20], [16]
[INFO] [4, 21], [16]
[INFO] [4, 22], [16]
[INFO] [4, 23], [16]
[INFO] [4, 24], [16]
[INFO] [5, 10, 16], []
[INFO] [5, 10], [16]
[INFO] [5, 10, 17], []
[INFO] [5, 10, 18], []
[INFO] [5, 10, 19], []
[INFO] [5, 10, 20], []
[INFO] [5, 10, 21], []
[INFO] [5, 10, 22], []
[INFO] [5, 10, 23], []
[INFO] [5, 10, 24], []
[INFO] [5, 11, 16], []
[INFO] [5, 11], [16]
[INFO] [5, 11, 18], []
[INFO] [5, 11, 19], []
[INFO] [5, 12, 16], []
[INFO] [5, 12], [16]
[INFO] [5, 12, 18], []
[INFO] [5, 12, 19], []
[INFO] [5, 12, 23], []
[INFO] [5, 13, 16], []
[INFO] [5, 13], [16]
[INFO] [5, 13, 18], []
[INFO] [5, 13, 20], []
[INFO] [5, 13, 23], []
[INFO] [5, 14, 16], []
[INFO] [5, 14], [16]
[INFO] [5, 14, 18], []
[INFO] [5, 14, 19], []
[INFO] [5, 14, 22], []
[INFO] [5, 14, 23], []
[INFO] [5, 15, 16], []
[INFO] [5, 15], [16]
[INFO] [5, 15, 17], []
[INFO] [5, 15, 18], []
[INFO] [5, 15, 19], []
[INFO] [5, 15, 20], []
[INFO] [5, 15, 21], []
[INFO] [5, 15, 23], []
[INFO] [5, 15, 24], []
[INFO] [5, 16, 17], []
[INFO] [5, 16, 18], []
[INFO] [5, 16, 19], []
[INFO] [5, 16, 20], []
[INFO] [5, 16, 21], []
[INFO] [5, 16, 22], []
[INFO] [5, 16, 23], []
[INFO] [5, 16, 24], []
[INFO] [5, 17], [16]
[INFO] [5, 18], [16]
[INFO] [5, 19], [16]
[INFO] [5, 20], [16]
[INFO] [5, 21], [16]
[INFO] [5, 22], [16]
[INFO] [5, 23], [16]
[INFO] [5, 24], [16]
[INFO] [6, 10, 16], []
[INFO] [6, 10], [16]
[INFO] [6, 10, 17], []
[INFO] [6, 10, 18], []
[INFO] [6, 10, 19], []
[INFO] [6, 10, 20], []
[INFO] [6, 10, 21], []
[INFO] [6, 10, 22], []
[INFO] [6, 10, 23], []
[INFO] [6, 11, 16], []
[INFO] [6, 11], [16]
[INFO] [6, 11, 18], []
[INFO] [6, 12, 16], []
[INFO] [6, 12], [16]
[INFO] [6, 12, 18], []
[INFO] [6, 12, 19], []
[INFO] [6, 12, 23], []
[INFO] [6, 13, 16], []
[INFO] [6, 13], [16]
[INFO] [6, 13, 18], []
[INFO] [6, 13, 20], []
[INFO] [6, 14], [16]
[INFO] [6, 15, 16], []
[INFO] [6, 15], [16]
[INFO] [6, 15, 17], []
[INFO] [6, 15, 18], []
[INFO] [6, 15, 19], []
[INFO] [6, 15, 20], []
[INFO] [6, 15, 23], []
[INFO] [6, 16, 17], []
[INFO] [6, 16, 18], []
[INFO] [6, 16, 19], []
[INFO] [6, 16, 20], []
[INFO] [6, 16, 21], []
[INFO] [6, 16, 22], []
[INFO] [6, 16, 23], []
[INFO] [6, 17], [16]
[INFO] [6, 18], [16]
[INFO] [6, 19], [16]
[INFO] [6, 20], [16]
[INFO] [6, 21], [16]
[INFO] [6, 22], [16]
[INFO] [6, 23], [16]
[INFO] [7, 10, 16], []
[INFO] [7, 10], [16]
[INFO] [7, 10, 17], []
[INFO] [7, 10, 18], []
[INFO] [7, 10, 19], []
[INFO] [7, 10, 20], []
[INFO] [7, 10, 21], []
[INFO] [7, 10, 23], []
[INFO] [7, 11, 16], []
[INFO] [7, 11], [16]
[INFO] [7, 11, 18], []
[INFO] [7, 12, 16], []
[INFO] [7, 12], [16]
[INFO] [7, 12, 18], []
[INFO] [7, 12, 19], []
[INFO] [7, 12, 23], []
[INFO] [7, 13], [16]
[INFO] [7, 13, 18], []
[INFO] [7, 15, 16], []
[INFO] [7, 15], [16]
[INFO] [7, 15, 17], []
[INFO] [7, 15, 18], []
[INFO] [7, 15, 19], []
[INFO] [7, 16, 17], []
[INFO] [7, 16, 18], []
[INFO] [7, 16, 19], []
[INFO] [7, 16, 20], []
[INFO] [7, 16, 21], []
[INFO] [7, 16, 23], []
[INFO] [7, 17], [16]
[INFO] [7, 18], [16]
[INFO] [7, 19], [16]
[INFO] [7, 20], [16]
[INFO] [7, 21], [16]
[INFO] [7, 23], [16]
[INFO] [8, 10, 16], []
[INFO] [8, 10], [16]
[INFO] [8, 10, 18], []
[INFO] [8, 10, 19], []
[INFO] [8, 10, 20], []
[INFO] [8, 10, 23], []
[INFO] [8, 11, 16], []
[INFO] [8, 11], [16]
[INFO] [8, 11, 18], []
[INFO] [8, 12, 16], []
[INFO] [8, 12], [16]
[INFO] [8, 12, 18], []
[INFO] [8, 12, 23], []
[INFO] [8, 15, 16], []
[INFO] [8, 15], [16]
[INFO] [8, 15, 18], []
[INFO] [8, 16, 18], []
[INFO] [8, 16, 19], []
[INFO] [8, 16, 20], []
[INFO] [8, 16, 23], []
[INFO] [8, 17], [16]
[INFO] [8, 18], [16]
[INFO] [8, 19], [16]
[INFO] [8, 20], [16]
[INFO] [8, 23], [16]
[INFO] [9, 10, 16], []
[INFO] [9, 10], [16]
[INFO] [9, 10, 18], []
[INFO] [9, 16, 18], []
[INFO] [9, 18], [16]
[INFO] [10, 16, 17], []
[INFO] [10, 16, 18], []
[INFO] [10, 16, 19], []
[INFO] [10, 16, 20], []
[INFO] [10, 16, 21], []
[INFO] [10, 16, 22], []
[INFO] [10, 16, 23], []
[INFO] [10, 16, 24], []
[INFO] [10, 17], [16]
[INFO] [10, 18], [16]
[INFO] [10, 19], [16]
[INFO] [10, 20], [16]
[INFO] [10, 21], [16]
[INFO] [10, 22], [16]
[INFO] [10, 23], [16]
[INFO] [10, 24], [16]
[INFO] [11, 16, 17], []
[INFO] [11, 16, 18], []
[INFO] [11, 16, 19], []
[INFO] [11, 16, 20], []
[INFO] [11, 16, 23], []
[INFO] [11, 17], [16]
[INFO] [11, 18], [16]
[INFO] [11, 19], [16]
[INFO] [11, 20], [16]
[INFO] [11, 23], [16]
[INFO] [12, 16, 17], []
[INFO] [12, 16, 18], []
[INFO] [12, 16, 19], []
[INFO] [12, 16, 23], []
[INFO] [12, 17], [16]
[INFO] [12, 18], [16]
[INFO] [12, 19], [16]
[INFO] [12, 23], [16]
[INFO] [13, 16, 18], []
[INFO] [13, 16, 19], []
[INFO] [13, 16, 20], []
[INFO] [13, 16, 23], []
[INFO] [13, 18], [16]
[INFO] [13, 19], [16]
[INFO] [13, 20], [16]
[INFO] [13, 23], [16]
[INFO] [14, 16, 18], []
[INFO] [14, 16, 19], []
[INFO] [14, 16, 22], []
[INFO] [14, 16, 23], []
[INFO] [14, 18], [16]
[INFO] [14, 19], [16]
[INFO] [14, 22], [16]
[INFO] [14, 23], [16]
[INFO] [15, 16, 17], []
[INFO] [15, 16, 18], []
[INFO] [15, 16, 19], []
[INFO] [15, 16, 20], []
[INFO] [15, 16, 21], []
[INFO] [15, 16, 23], []
[INFO] [15, 16, 24], []
[INFO] [15, 17], [16]
[INFO] [15, 18], [16]
[INFO] [15, 19], [16]
[INFO] [15, 20], [16]
[INFO] [15, 21], [16]
[INFO] [15, 23], [16]
[INFO] [15, 24], [16]
Config:
 {'model': 'MMD', 'seed': 0, 'n_samples': 1000000, 'train_samples': 100000, 'time_limit': 600, 'n_min': 10, 'result_folder': WindowsPath('C:/personal/work/detect/results_dir')}
RESULT
Max distance: 0.6992058987801011 
Max MSD: 3.691621021357009e-05 
Max subgroup: (POBP = 2 AND RAC1P = 2.0) 
Total options: 1229 
Checked options: 1229 
Of that skipped options: 494 
Time spent: 15.507577419281006 
True number of training samples: 195665 
Protected dimension: 26 
Full dimension: 26 
